Region	Dating_Method	LAB_ID	Latitude	Longitude	age	error	Material	Curve	Reservoir_age	Reservoir_error	type	RSL	RSL_2sigma_upper	RSL_2sigma_lower	Reference	comment
Red_Sea_proxy_30ka	age_model	Grant2014-119	13.733	42.533	7411.67	500	18O_proxy	-	-	-	0	-25.512999999999998	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-120	13.733	42.533	7473.34	500	18O_proxy	-	-	-	0	-17.683	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-121	13.733	42.533	7535	500	18O_proxy	-	-	-	0	-10.573	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-122	13.733	42.533	7544.37	500	18O_proxy	-	-	-	0	-9.163	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-123	13.733	42.533	7596.67	500	18O_proxy	-	-	-	0	-28.412999999999997	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-124	13.733	42.533	7654.93	500	18O_proxy	-	-	-	0	-5.873	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-125	13.733	42.533	7658.34	500	18O_proxy	-	-	-	0	-29.473	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-126	13.733	42.533	7720	500	18O_proxy	-	-	-	0	-4.343	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-127	13.733	42.533	7781.67	500	18O_proxy	-	-	-	0	-5.623	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-128	13.733	42.533	7820.78	500	18O_proxy	-	-	-	0	-11.463000000000001	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-129	13.733	42.533	7843.34	500	18O_proxy	-	-	-	0	-27.302999999999997	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-130	13.733	42.533	7903.7	500	18O_proxy	-	-	-	0	-14.353	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-131	13.733	42.533	7905.01	500	18O_proxy	-	-	-	0	-23.723	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-132	13.733	42.533	7931.34	500	18O_proxy	-	-	-	0	-11.203	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-133	13.733	42.533	7966.68	500	18O_proxy	-	-	-	0	-17.703	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-134	13.733	42.533	8028.35	500	18O_proxy	-	-	-	0	-26.293	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-135	13.733	42.533	8090.01	500	18O_proxy	-	-	-	0	-24.133	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-136	13.733	42.533	8097.19	500	18O_proxy	-	-	-	0	-16.303	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-137	13.733	42.533	8151.68	500	18O_proxy	-	-	-	0	-12.483	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-138	13.733	42.533	8207.75	500	18O_proxy	-	-	-	0	1.527	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-139	13.733	42.533	8213.35	500	18O_proxy	-	-	-	0	-26.613	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-140	13.733	42.533	8275.01	500	18O_proxy	-	-	-	0	-16.323	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-141	13.733	42.533	8336.68	500	18O_proxy	-	-	-	0	-16.023	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-142	13.733	42.533	8373.59	500	18O_proxy	-	-	-	0	-17.313	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-143	13.733	42.533	8398.35	500	18O_proxy	-	-	-	0	-8.043	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-144	13.733	42.533	8460.02	500	18O_proxy	-	-	-	0	-22.023	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-145	13.733	42.533	8484.15	500	18O_proxy	-	-	-	0	-10.243	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-146	13.733	42.533	8521.69	500	18O_proxy	-	-	-	0	-28.753	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-147	13.733	42.533	8583.35	500	18O_proxy	-	-	-	0	-21.543	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-148	13.733	42.533	8645.02	500	18O_proxy	-	-	-	0	-14.993	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-149	13.733	42.533	8650	500	18O_proxy	-	-	-	0	-40.022999999999996	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-150	13.733	42.533	8851.24	500	18O_proxy	-	-	-	0	-26.622999999999998	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-151	13.733	42.533	9070.16	500	18O_proxy	-	-	-	0	-13.683	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-152	13.733	42.533	9631.21	500	18O_proxy	-	-	-	0	-27.273	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-153	13.733	42.533	9925.57	500	18O_proxy	-	-	-	0	-26.563	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-154	13.733	42.533	10050	500	18O_proxy	-	-	-	0	-54.693	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-155	13.733	42.533	10509.2	500	18O_proxy	-	-	-	0	-26.753	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-156	13.733	42.533	10850	500	18O_proxy	-	-	-	0	-41.423	12	12	GrantEtal2014	location is the Hanish Sill
